Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson,Brand,Model,Year,Color,Engine_Type,Transmission,Price,Quantity_In_Stock,Status,First Name,Last Name,Gender,Age,Job Role,Phone,Email,City,State,Region,Sale_Date_Parsed,Month,DayOfWeek,Sale_Year
S00504,CU0205,C0383,2024-01-11,2,60652.53,Installment,Timothy Moon,Kia,Cerato,2018,Black,Hybrid,Automatic,54266.05,12,Sold,Michael,Waters,Male,45,Sales Associate,1-416-411-4333,jennifernolan@sanchez-morse.com,Lake Sunsetville,California,West,2024-01-11,1,4,2024
S00505,CU1258,C0044,2024-11-13,2,49238.25,Credit,Thomas Kirk,BMW,3 Series,2019,White,Diesel,Automatic,34474.21,8,Sold,Taylor,Terry,Male,20,Project Coordinator,1-897-366-8601,kimberlymartinez@perkins-hardy.com,West Harborfield,Delaware,South,2024-11-13,11,3,2024
S00506,CU0146,C0142,2023-12-11,1,88185.41,Credit,Laurie Lee,Hyundai,Tucson,2016,Blue,Diesel,Automatic,39878.32,5,Available,Mark,Manning,Male,51,Auditor,1-410-656-1158,gregorywu@gmail.com,Saint Harborplace,Virginia,South,2023-12-11,12,1,2023
S00507,CU0297,C0256,2023-03-18,1,33726.3,Credit,Steven Jackson,Nissan,Qashqai,2019,Gray,Diesel,Manual,69403.31,19,Available,Karen,Conley,Female,56,Auditor,1-469-254-9172,ccole@gmail.com,Heritagecrossing,Washington,West,2023-03-18,3,6,2023
S00508,CU0608,C0333,2025-02-16,3,55121.42,Credit,Zachary Flowers,BMW,3 Series,2019,Blue,Diesel,Manual,86322.24,13,Sold,Rachel,Flynn,Female,25,Tool And Die Maker,1-696-849-4843,elizabethedwards@yahoo.com,Sunsetestates,Delaware,South,2025-02-16,2,7,2025
S00509,CU1328,C0398,2024-10-14,2,98385.27,Installment,Seth Hoover,Nissan,Qashqai,2015,Black,Electric,Manual,41514.29,18,Available,Russell,Thompson,Male,36,Dean,1-603-291-3888,april33@gmail.com,West Autumnmeadows,Nevada,West,2024-10-14,10,1,2024
S00510,CU0577,C0237,2025-02-14,2,42460.45,Cash,Cory Ponce,Mercedes,GLA,2018,Blue,Hybrid,Manual,92692.93,6,Reserved,Gary,Turner,Female,30,Hr Manager,1-490-704-4044,catherine04@yahoo.com,Oceancity,Nebraska,Midwest,2025-02-14,2,5,2025
S00511,CU1646,C0241,2023-05-18,1,97142.47,Cash,Abigail Gomez,Toyota,RAV4,2018,Red,Hybrid,Automatic,48576.42,10,Available,Jessica,Steele,Female,38,Operations Manager,1-402-278-3633,joshuamcdonald@hotmail.com,Saint Whispermouth,Virginia,South,2023-05-18,5,4,2023
S00512,CU1127,C0366,2024-04-15,3,76106.78,Credit,Michael Rowe,Hyundai,Elantra,2022,Black,Petrol,Automatic,56171.44,4,Sold,Austin,Brown,Male,52,Financial Analyst,1-428-979-1262,morganbaker@yahoo.com,Willowhills,Nebraska,Midwest,2024-04-15,4,1,2024
S00513,CU1186,C0168,2023-06-02,1,38297.47,Installment,Tanner Hill,Toyota,Camry,2019,Gray,Diesel,Manual,34744.17,20,Reserved,Tammy,Benjamin,Male,61,Industrial Designer,1-443-512-9943,smithlaura@yahoo.com,Mount Sagejunction,Oklahoma,South,2023-06-02,6,5,2023
S00514,CU0499,C0030,2022-12-22,3,26495.02,Credit,Samantha Murphy,Hyundai,Tucson,2022,Gray,Diesel,Manual,30892.91,0,Available,Christian,Mcpherson,Female,57,Manufacturing Engineer,1-653-230-7226,dannyrivas@brandt.org,Rockville,Wisconsin,Midwest,2022-12-22,12,4,2022
S00515,CU0816,C0096,2023-03-12,3,36706.94,Cash,William Martinez,Nissan,Qashqai,2019,White,Petrol,Automatic,61660.65,1,Reserved,Jake,Paul,Male,55,Teacher,1-324-917-1194,dschmidt@salazar.com,Oaksquare,Kansas,Midwest,2023-03-12,3,7,2023
S00516,CU1809,C0293,2025-01-27,1,87784.29,Cash,Nicole Cole,BMW,3 Series,2015,White,Electric,Automatic,69114.77,16,Available,Matthew,Clark,Male,69,Safety Coordinator,1-265-578-4655,tammy89@padilla.com,Creekmouth,Florida,South,2025-01-27,1,1,2025
S00517,CU1562,C0174,2023-08-01,2,60404.48,Credit,Gloria Bryant,Toyota,Corolla,2025,White,Electric,Automatic,18521.5,12,Available,Erin,Fletcher,Female,55,Dermatologist,1-302-244-9118,nancyboyd@white.net,South Elmridge,Idaho,West,2023-08-01,8,2,2023
S00518,CU1023,C0151,2025-09-24,3,63740.35,Cash,Anthony Strickland,Hyundai,Sonata,2017,Gray,Petrol,Manual,44911.18,6,Sold,Terri,Hampton,Male,31,Professor,1-204-940-3131,anthonyhouston@gmail.com,Fort Lakesideriver,Minnesota,Midwest,2025-09-24,9,3,2025
S00519,CU0860,C0468,2024-03-15,1,21459.63,Credit,Paige Bryant,BMW,5 Series,2024,Blue,Electric,Automatic,22864.84,3,Available,Samantha,Dvm,Male,24,Operations Analyst,1-827-853-4961,thomasmorrison@yahoo.com,South Meadowhills,Georgia,South,2024-03-15,3,5,2024
S00520,CU0597,C0192,2024-09-28,2,48514.81,Installment,Christopher King,Nissan,Sunny,2015,Gray,Diesel,Manual,92711.05,2,Sold,Jacob,Owen,Male,49,Office Manager,1-612-928-4031,lauradillon@turner.org,Lake Falconcorner,Washington,West,2024-09-28,9,6,2024
S00521,CU0793,C0362,2023-02-22,1,64689.63,Credit,Aaron Carroll,Nissan,Qashqai,2022,Silver,Petrol,Manual,75124.7,13,Sold,Leslie,Rojas,Male,61,Retail Trainer,1-497-940-6193,edavis@clayton-duffy.com,Lake Boulderestates,Texas,South,2023-02-22,2,3,2023
S00522,CU0691,C0415,2024-01-26,1,97632.05,Installment,Jennifer Adams,Mercedes,C-Class,2022,Red,Petrol,Manual,40626.62,17,Sold,Paula,Reid,Male,20,Mobile App Developer,1-510-546-4202,elizabethjensen@hotmail.com,North Canyoncreek,South Dakota,Midwest,2024-01-26,1,5,2024
S00523,CU1116,C0073,2025-09-26,3,52374.06,Installment,Julie Gonzalez,Kia,Sportage,2015,Red,Diesel,Manual,81463.08,15,Reserved,Ashley,Estrada,Female,45,Special Education Teacher,1-805-427-1202,paynebrenda@butler.info,Grandestates,Kansas,Midwest,2025-09-26,9,5,2025
S00524,CU0825,C0070,2025-07-04,3,86123.15,Installment,Madison Cobb,Hyundai,Sonata,2016,Black,Hybrid,Automatic,37639.31,19,Reserved,Samantha,Martin,Male,66,Fabricator,1-791-990-9948,robert56@mccann-fletcher.com,South Glenplains,Missouri,Midwest,2025-07-04,7,5,2025
S00525,CU0448,C0227,2023-01-05,1,86853.14,Cash,April Holt,BMW,3 Series,2015,White,Hybrid,Automatic,33511.99,10,Reserved,Erin,Wong,Male,28,Production Supervisor,1-321-807-8015,stevensonsandy@gonzalez.org,Valleyoaks,West Virginia,South,2023-01-05,1,4,2023
S00526,CU0997,C0153,2022-11-20,3,60874.65,Cash,Corey Bailey,Kia,Cerato,2016,Black,Hybrid,Automatic,86495.32,15,Reserved,Vincent,Guzman,Female,43,Executive Assistant,1-273-578-7957,andradeemily@gmail.com,Fort Heritagefield,Washington,West,2022-11-20,11,7,2022
S00527,CU0680,C0361,2023-10-20,2,89708.76,Installment,Veronica Klein,BMW,X5,2016,White,Petrol,Automatic,96776.11,2,Sold,Derek,Smith,Male,40,Retail Trainer,1-737-782-4576,morganmaxwell@yahoo.com,Ambermouth,New Jersey,Northeast,2023-10-20,10,5,2023
S00528,CU0834,C0334,2023-12-15,3,30840.04,Installment,Chris Taylor,BMW,3 Series,2017,White,Diesel,Manual,47842.6,10,Reserved,Erica,Anderson,Male,60,Mortgage Broker,1-653-708-1165,johnsonmatthew@hotmail.com,Sunnypoint,North Dakota,Midwest,2023-12-15,12,5,2023
S00529,CU0210,C0096,2025-04-10,1,86137.79,Installment,Anne Kennedy,Nissan,Qashqai,2019,White,Petrol,Automatic,61660.65,1,Reserved,Kenneth,Howard,Male,70,Seo Specialist,1-520-376-2099,mary46@greer-frazier.info,Lake Blueestates,Georgia,South,2025-04-10,4,4,2025
S00530,CU1385,C0287,2022-11-05,2,51256.12,Cash,Deborah Garcia,Hyundai,Sonata,2024,Gray,Diesel,Automatic,52822.73,0,Sold,Sandra,Myers,Male,31,Welder,1-372-990-9994,qbaker@guzman.com,Silverterrace,Ohio,Midwest,2022-11-05,11,6,2022
S00531,CU1762,C0265,2023-03-17,1,16142.27,Credit,Katie Castaneda,Kia,Seltos,2018,Gray,Petrol,Manual,29781.09,13,Reserved,Theodore,Jr,Male,40,Investment Banker,1-693-530-3404,heathergray@dawson-johnson.com,North Stonebridgeriver,Idaho,West,2023-03-17,3,5,2023
S00532,CU1129,C0436,2025-07-01,3,17337.89,Installment,Connie Dixon,Mercedes,GLA,2018,White,Diesel,Manual,67934.18,12,Available,Louis,Turner,Female,43,Network Engineer,1-517-943-9381,ashley67@wilkerson.com,Bayestates,New Hampshire,Northeast,2025-07-01,7,2,2025
S00533,CU0462,C0343,2022-12-23,1,72245.3,Credit,Carrie Phillips,Nissan,Sunny,2019,Red,Hybrid,Manual,83159.71,19,Sold,Donald,Le,Male,49,Cashier,1-796-475-1176,johnsonmary@rodriguez-morgan.biz,Brookstoneprairie,Idaho,West,2022-12-23,12,5,2022
S00534,CU0206,C0334,2025-07-05,3,84384.86,Installment,Edward King,BMW,3 Series,2017,White,Diesel,Manual,47842.6,10,Reserved,Tim,Daniel,Female,57,Bookkeeper,1-916-974-6430,rushtimothy@gmail.com,Port Meadowmead,Colorado,West,2025-07-05,7,6,2025
S00535,CU0609,C0247,2023-09-14,1,18607.02,Credit,Darren Rodriguez,Mercedes,GLA,2022,Blue,Petrol,Automatic,45148.19,2,Available,Terri,Walters,Female,56,Corporate Trainer,1-367-990-9303,joseph46@kim.com,Silverbay,Florida,South,2023-09-14,9,4,2023
S00536,CU0420,C0045,2023-04-22,3,48395.02,Installment,Adam Jackson,BMW,5 Series,2020,White,Electric,Manual,85822.19,0,Reserved,Emily,Bowers,Female,63,Welder,1-846-822-5541,susan49@washington.info,Aspenharbor,Maryland,South,2023-04-22,4,6,2023
S00537,CU1417,C0359,2023-07-28,2,43935.02,Installment,Ray Kim,BMW,X5,2022,Red,Petrol,Manual,95666.26,2,Available,Carl,Archer,Male,64,Legal Assistant,1-227-944-7858,keithmckinney@yahoo.com,South Summitlanding,Kentucky,South,2023-07-28,7,5,2023
S00538,CU1529,C0086,2024-08-09,2,35479.17,Credit,Wayne Mcclain,BMW,5 Series,2019,Silver,Hybrid,Automatic,73510.91,14,Available,Jessica,Lee,Female,20,Tax Advisor,1-744-836-9405,ruthcarr@gmail.com,Redwoodterrace,New Hampshire,Northeast,2024-08-09,8,5,2024
S00539,CU0712,C0363,2023-06-17,1,33665.74,Credit,Rachel Baker,Kia,Cerato,2015,Blue,Diesel,Manual,99989.12,3,Available,Jennifer,Hart,Male,45,Cloud Architect,1-649-712-2659,mitchellbenjamin@guerrero.com,Saint Amberestates,Idaho,West,2023-06-17,6,6,2023
S00540,CU0383,C0129,2023-01-25,2,31170.09,Cash,Michael Lewis,Kia,Sportage,2016,Blue,Hybrid,Automatic,95882.76,15,Reserved,Carrie,Martinez,Female,19,Public Relations Specialist,1-747-748-7124,robertfoster@rosales.com,Saint Sanddale,North Carolina,South,2023-01-25,1,3,2023
S00541,CU1543,C0075,2025-10-29,3,46507.43,Cash,Crystal Archer,Kia,Seltos,2020,Black,Petrol,Automatic,87777.21,9,Reserved,Jerome,Forbes,Male,26,E-Commerce Specialist,1-457-557-7243,wtucker@hotmail.com,Saint Sandisland,Texas,South,2025-10-29,10,3,2025
S00542,CU1976,C0364,2024-06-11,2,45081.26,Credit,Destiny Warner,Hyundai,Elantra,2024,Black,Diesel,Automatic,24071.71,5,Available,Joyce,White,Female,49,Process Engineer,1-659-946-3514,bradleyhicks@yahoo.com,East Blueoaks,Montana,West,2024-06-11,6,2,2024
S00543,CU0380,C0025,2025-03-26,1,43298.36,Cash,Kimberly Jones,Nissan,Altima,2016,Silver,Petrol,Manual,48204.7,2,Available,Gregory,Montoya,Male,27,Logistics Coordinator,1-368-480-9835,brian31@hotmail.com,East Hillfalls,New Jersey,Northeast,2025-03-26,3,3,2025
S00544,CU0342,C0275,2025-10-04,1,34557.77,Installment,Kelsey King,BMW,3 Series,2017,Silver,Electric,Manual,44753.36,11,Sold,Maurice,Simmons,Female,46,Training Specialist,1-536-278-5832,john35@hotmail.com,Port Glenestates,Tennessee,South,2025-10-04,10,6,2025
S00545,CU0491,C0166,2023-04-28,2,33625.85,Credit,April Knox,Tesla,Model X,2022,White,Petrol,Automatic,44421.49,9,Sold,Joan,Jenkins,Female,43,Principal,1-819-345-5508,shogan@ray-mendoza.org,West Boulderpoint,South Dakota,Midwest,2023-04-28,4,5,2023
S00546,CU0275,C0229,2025-02-27,1,94975.32,Installment,Michael Davis,Kia,Cerato,2022,Black,Petrol,Manual,49689.9,18,Available,Jacob,Perez,Female,33,Retail Trainer,1-849-611-8728,cmartinez@cain.net,North Seasidevalley,Missouri,Midwest,2025-02-27,2,4,2025
S00547,CU1666,C0320,2025-03-01,1,49570.71,Cash,Raymond Curry,Kia,Cerato,2018,Blue,Diesel,Manual,24694.17,12,Sold,Suzanne,Byrd,Male,66,Business Analyst,1-615-685-9126,stevenmontes@yahoo.com,Skymouth,Kansas,Midwest,2025-03-01,3,6,2025
S00548,CU0760,C0367,2023-06-27,3,67517.69,Installment,Kelli Garrett,Tesla,Model 3,2017,Gray,Diesel,Manual,35856.76,10,Available,Catherine,Farrell,Male,49,Clinical Research Coordinator,1-355-512-9273,changshelia@yahoo.com,New Thundersprings,Georgia,South,2023-06-27,6,2,2023
S00549,CU0266,C0448,2023-02-07,1,51206.23,Credit,Susan Ayers,Toyota,RAV4,2021,White,Petrol,Automatic,81740.74,6,Sold,Mary,Rogers,Female,39,Office Manager,1-806-466-7850,christinewilliams@thompson-willis.com,Port Victoryharbor,Kansas,Midwest,2023-02-07,2,2,2023
S00550,CU1335,C0418,2024-12-19,3,29700.83,Credit,Kimberly Salazar,Mercedes,E-Class,2024,Silver,Hybrid,Automatic,33747.3,17,Reserved,Patrick,Boyle,Female,21,Financial Analyst,1-728-820-7255,leslie55@henry.com,Oakcorner,Ohio,Midwest,2024-12-19,12,4,2024
S00551,CU1861,C0373,2025-07-18,1,26080.21,Installment,Jason Black,Nissan,Altima,2022,Black,Electric,Manual,65384.54,17,Sold,Angela,Escobar,Male,34,Tutor,1-689-680-6813,enoble@reynolds-thornton.com,Silverpeaks,Hawaii,West,2025-07-18,7,5,2025
S00552,CU1052,C0019,2023-01-09,2,61134.49,Cash,Karen Owens,Tesla,Model S,2019,White,Diesel,Manual,24426.04,2,Sold,Priscilla,Trevino,Male,19,Budget Analyst,1-811-403-2739,robertsaustin@yahoo.com,North Grandriver,Alaska,West,2023-01-09,1,1,2023
S00553,CU1261,C0500,2023-03-13,2,16342.2,Cash,Jose Kirby,Mercedes,GLA,2024,Blue,Electric,Automatic,75993.8,6,Sold,Brian,Simpson,Female,57,Maintenance Technician,1-291-811-2259,llin@flores-archer.info,Pinepines,Hawaii,West,2023-03-13,3,1,2023
S00554,CU0385,C0091,2023-07-31,1,34557.86,Installment,Robert Evans,Hyundai,Tucson,2018,Black,Electric,Manual,92699.73,8,Reserved,John,Jones,Male,69,Maintenance Technician,1-527-351-1480,kgarcia@yahoo.com,Seasidesquare,Ohio,Midwest,2023-07-31,7,1,2023
S00555,CU1341,C0340,2025-06-10,3,91870.09,Cash,Kristina Hayes,Kia,Seltos,2019,Black,Electric,Automatic,53012.12,20,Reserved,Pamela,White,Male,52,Retail Operations Manager,1-935-915-3698,jasonbautista@hotmail.com,Opalport,South Dakota,Midwest,2025-06-10,6,2,2025
S00556,CU1209,C0423,2023-03-01,3,43938.11,Credit,Raymond Contreras,Kia,Cerato,2019,Gray,Electric,Automatic,70594.53,4,Sold,Jennifer,Mclean,Male,47,Social Media Manager,1-755-295-9206,ochoarussell@yahoo.com,West Shortcenter,Florida,South,2023-03-01,3,3,2023
S00557,CU1076,C0229,2024-09-02,3,96007.69,Installment,Kendra Richardson,Kia,Cerato,2022,Black,Petrol,Manual,49689.9,18,Available,Paul,Anderson,Male,61,Database Administrator,1-431-604-6668,psmith@gmail.com,West Brookburgh,Montana,West,2024-09-02,9,1,2024
S00558,CU1479,C0156,2024-05-02,3,66972.01,Credit,Shelby Leblanc,Hyundai,Sonata,2015,Gray,Hybrid,Manual,22779.54,13,Available,Kevin,Chambers,Female,25,Logistics Coordinator,1-914-748-5293,laurenskinner@schultz.com,New Unionsprings,New Hampshire,Northeast,2024-05-02,5,4,2024
S00559,CU0761,C0146,2024-04-19,1,50674.73,Credit,Sheila Roberts,Kia,Seltos,2024,White,Petrol,Manual,32150.03,14,Reserved,Anthony,Joseph,Female,65,Machine Learning Engineer,1-243-904-9421,driley@smith.com,Lake Forestdale,Hawaii,West,2024-04-19,4,5,2024
S00560,CU0939,C0264,2024-08-21,1,56024.4,Credit,Erica Lee,Tesla,Model 3,2019,Silver,Hybrid,Manual,70040.25,6,Reserved,Anna,Thompson,Male,61,Industrial Designer,1-860-727-4004,cookbarbara@perez-smith.biz,Saint Lakeviewhills,Rhode Island,Northeast,2024-08-21,8,3,2024
S00561,CU1682,C0250,2023-01-07,2,43966.06,Cash,Sarah Stanley PhD,Nissan,Qashqai,2020,Gray,Diesel,Automatic,80442.75,12,Available,Katherine,Moore,Male,39,Controller,1-404-223-5434,karenvaughn@brooks.biz,Mount Pinemeadows,New York,Northeast,2023-01-07,1,6,2023
S00562,CU0328,C0443,2024-05-07,2,56319.73,Credit,Frank Simpson,Mercedes,GLA,2019,White,Petrol,Automatic,15040.82,6,Available,Seth,Solomon,Male,29,Professor,1-274-756-2950,corywhite@gmail.com,Pearloaks,Nevada,West,2024-05-07,5,2,2024
S00563,CU1588,C0210,2024-04-04,1,41879.23,Cash,Steven Burton,Tesla,Model S,2016,Gray,Electric,Automatic,74916.76,13,Available,Loretta,Moore,Female,26,Project Coordinator,1-645-958-4925,santosdenise@barnes.com,Glenfalls,Pennsylvania,Northeast,2024-04-04,4,4,2024
S00564,CU0055,C0265,2025-05-02,3,29481.98,Credit,David Mendez,Kia,Seltos,2018,Gray,Petrol,Manual,29781.09,13,Reserved,Erica,Goodwin,Male,42,Public Relations Specialist,1-911-709-8178,jpeck@gmail.com,North Valleyplace,California,West,2025-05-02,5,5,2025
S00565,CU1767,C0360,2025-07-23,2,47333.94,Installment,Jamie Bell,Toyota,RAV4,2023,Black,Electric,Automatic,55890.27,14,Sold,Anthony,Chen,Female,48,Assistant Store Manager,1-628-742-8586,michellemoore@gmail.com,Fort Prairiehills,Kentucky,South,2025-07-23,7,3,2025
S00566,CU0542,C0009,2023-09-11,1,46055.5,Cash,Jason Ellis,BMW,3 Series,2017,Blue,Electric,Manual,34430.1,14,Sold,Caitlin,Ball,Male,19,Education Consultant,1-823-357-8979,xcook@yahoo.com,West Onyxhills,Tennessee,South,2023-09-11,9,1,2023
S00567,CU1060,C0118,2024-10-15,2,23924.78,Credit,Mikayla Deleon PhD,BMW,X5,2023,Red,Petrol,Automatic,77133.35,13,Sold,Edward,Clark,Female,30,Cardiologist,1-454-570-4180,torressherry@castro.biz,West Unioncommons,Georgia,South,2024-10-15,10,2,2024
S00568,CU1348,C0377,2024-10-02,3,82076.66,Credit,Tammy Boyle,Kia,Sportage,2021,Gray,Electric,Manual,19766.68,7,Reserved,Stephanie,Patterson,Male,53,Teacher,1-431-292-2812,dianaharris@allen.biz,West Clearterrace,West Virginia,South,2024-10-02,10,3,2024
S00569,CU0475,C0198,2025-06-02,3,70072.89,Cash,Richard Lowe,Tesla,Model X,2022,White,Hybrid,Automatic,35439.69,12,Available,Amber,Tate,Female,70,Web Developer,1-529-427-6415,jenniferhicks@yahoo.com,Clearwatercity,Missouri,Midwest,2025-06-02,6,1,2025
S00570,CU0755,C0248,2023-03-12,2,76953.69,Credit,Sean Cummings,Nissan,Qashqai,2016,Gray,Hybrid,Manual,72386.63,14,Reserved,Bryan,Hubbard,Female,31,Safety Coordinator,1-387-542-2925,qchan@davis.com,Fairheights,California,West,2023-03-12,3,7,2023
S00571,CU0133,C0454,2023-11-05,1,44075.88,Installment,Susan Hess,Tesla,Model 3,2016,Black,Petrol,Manual,56316.6,3,Reserved,Kimberly,Lowe,Female,70,Copywriter,1-623-902-8617,millerdonna@hotmail.com,Seasidefalls,North Carolina,South,2023-11-05,11,7,2023
S00572,CU1112,C0214,2023-03-01,2,58879.16,Installment,Tasha Henderson,Toyota,RAV4,2023,Black,Diesel,Automatic,64961.25,6,Sold,Charles,Hanna,Female,67,Financial Planner,1-683-929-7715,richard04@yahoo.com,Saint Longcommons,Idaho,West,2023-03-01,3,3,2023
S00573,CU0532,C0146,2023-09-22,3,33377.36,Installment,David Norris,Kia,Seltos,2024,White,Petrol,Manual,32150.03,14,Reserved,Nicole,Miller,Male,60,Store Manager,1-905-615-9302,wilsonandrew@hotmail.com,South Rockharbor,New York,Northeast,2023-09-22,9,5,2023
S00574,CU1302,C0341,2023-12-29,3,22598.55,Credit,Samuel Mueller,Kia,Seltos,2022,Blue,Petrol,Manual,35862.17,7,Sold,Eric,Mcmahon,Female,54,Stock Clerk,1-757-763-7913,maryburns@yahoo.com,Sagestation,Alaska,West,2023-12-29,12,5,2023
S00575,CU1440,C0158,2025-03-31,2,59342.55,Credit,Mary Jarvis,Hyundai,Elantra,2018,White,Hybrid,Manual,15564.23,18,Reserved,Brian,Guzman,Male,50,Student Success Coach,1-701-345-2551,robertpadilla@hotmail.com,Mount Wildflowermeadows,South Carolina,South,2025-03-31,3,1,2025
S00576,CU1876,C0333,2022-12-17,1,61934.34,Cash,Richard Foster,BMW,3 Series,2019,Blue,Diesel,Manual,86322.24,13,Sold,Lori,Burns,Female,20,Financial Analyst,1-872-969-9596,xvasquez@daniels.biz,West Palmlanding,Montana,West,2022-12-17,12,6,2022
S00577,CU1003,C0422,2022-11-29,3,24355.76,Installment,Kristy Lynch,BMW,5 Series,2024,Silver,Diesel,Automatic,24443.71,10,Sold,Timothy,West,Female,48,Product Manager,1-782-972-6865,bmejia@allen-williams.com,Uniondale,Arizona,West,2022-11-29,11,2,2022
S00578,CU0700,C0475,2025-03-19,2,47702.81,Installment,Zachary Holland,Mercedes,C-Class,2025,Gray,Hybrid,Manual,39426.35,10,Sold,Jamie,Hill,Female,54,Psychologist,1-491-898-2583,vramsey@hotmail.com,West Springville,Wyoming,West,2025-03-19,3,3,2025
S00579,CU1040,C0062,2024-01-18,3,98628.42,Credit,Nicholas Green,Tesla,Model X,2017,Black,Electric,Manual,39427.05,13,Available,Russell,Reynolds,Male,66,Project Coordinator,1-939-216-3483,josephvictoria@gmail.com,East Autumnburgh,South Carolina,South,2024-01-18,1,4,2024
S00580,CU0312,C0163,2024-04-17,3,27330.15,Cash,Michael Bennett,Tesla,Model X,2020,Gray,Diesel,Manual,46277.93,17,Reserved,Jacqueline,Grant,Female,47,Business Analyst,1-445-321-1703,pamela50@scott.com,New Coppermeadows,Idaho,West,2024-04-17,4,3,2024
S00581,CU1747,C0081,2025-08-15,1,61226.18,Installment,Jacob Horton,Tesla,Model 3,2016,Black,Petrol,Manual,37385.34,12,Reserved,Breanna,Hart,Male,37,Copywriter,1-486-977-3577,jonwhite@gomez.biz,East Aurorariver,Washington,West,2025-08-15,8,5,2025
S00582,CU0459,C0345,2025-08-19,3,79072.85,Installment,Robert Pham,Hyundai,Tucson,2017,White,Diesel,Automatic,86871.06,5,Reserved,Dawn,Nichols,Female,34,Physical Therapist,1-983-632-8328,vscott@barnes-knight.net,Bridgewaterprairie,Florida,South,2025-08-19,8,2,2025
S00583,CU1828,C0202,2025-03-01,2,70417.21,Installment,Jasmine Vazquez,Mercedes,C-Class,2018,Blue,Diesel,Automatic,35182.93,8,Sold,Mrs,Williams,Female,61,Machine Operator,1-436-262-5098,kristihunter@aguilar-pittman.com,Sunsetstation,Nevada,West,2025-03-01,3,6,2025
S00584,CU1311,C0482,2022-11-11,1,97308.58,Cash,Sheila Smith,Toyota,Camry,2018,Black,Hybrid,Manual,47304.02,3,Reserved,Erica,Harris,Female,68,Mobile App Developer,1-550-601-5946,jeffery38@hubbard.com,Pearlbluffs,Hawaii,West,2022-11-11,11,5,2022
S00585,CU0978,C0389,2024-12-24,2,15525.05,Credit,Dawn Conner,Toyota,RAV4,2023,Silver,Hybrid,Automatic,74572.62,10,Reserved,Marilyn,Crosby,Female,66,Medical Laboratory Technician,1-211-701-6951,berrywilliam@yahoo.com,Unionford,Nevada,West,2024-12-24,12,2,2024
S00586,CU0077,C0025,2023-04-09,2,80385.48,Cash,Richard Turner,Nissan,Altima,2016,Silver,Petrol,Manual,48204.7,2,Available,Mike,Hall,Female,24,Office Manager,1-818-871-1111,penaelizabeth@yahoo.com,Port Mapleburgh,Nebraska,Midwest,2023-04-09,4,7,2023
S00587,CU1942,C0019,2024-01-24,1,50046.17,Cash,Bruce Garcia,Tesla,Model S,2019,White,Diesel,Manual,24426.04,2,Sold,Christopher,Phillips,Male,41,Actuary,1-653-547-3837,cbond@yahoo.com,Willowwoods,Tennessee,South,2024-01-24,1,3,2024
S00588,CU0140,C0418,2024-04-02,2,18844.32,Installment,Theresa Ward,Mercedes,E-Class,2024,Silver,Hybrid,Automatic,33747.3,17,Reserved,Joshua,Holland,Female,24,Safety Coordinator,1-397-489-1613,powellnatalie@moody.org,Stonepeaks,South Carolina,South,2024-04-02,4,2,2024
S00589,CU0532,C0315,2022-11-26,2,92352.9,Installment,Tina Bolton,Mercedes,E-Class,2016,White,Diesel,Manual,49991.15,3,Reserved,Nicole,Miller,Male,60,Store Manager,1-905-615-9302,wilsonandrew@hotmail.com,South Rockharbor,New York,Northeast,2022-11-26,11,6,2022
S00590,CU1406,C0013,2022-11-13,3,31021.45,Installment,Karen Carney,Hyundai,Sonata,2018,Blue,Diesel,Manual,92616.24,2,Sold,Charles,Acevedo,Female,31,Hr Manager,1-864-322-7557,hpeterson@hawkins-ross.biz,Saint Sageview,Colorado,West,2022-11-13,11,7,2022
S00591,CU1662,C0093,2023-11-19,2,22817.44,Credit,Edward Flores,Hyundai,Tucson,2019,Blue,Electric,Manual,86288.69,14,Sold,Lori,Fox,Female,23,Retail Buyer,1-424-679-3216,stevensonjohn@gmail.com,West Bluepark,Idaho,West,2023-11-19,11,7,2023
S00592,CU0992,C0475,2023-10-26,1,39018.96,Credit,Christopher Rodriguez,Mercedes,C-Class,2025,Gray,Hybrid,Manual,39426.35,10,Sold,Dr,Md,Male,62,Credit Analyst,1-946-227-9271,alicia89@yahoo.com,Autumnharbor,Tennessee,South,2023-10-26,10,4,2023
S00593,CU0786,C0323,2024-12-20,3,41453.38,Credit,Jordan Delgado,Kia,Sportage,2021,Gray,Electric,Manual,58060.85,12,Sold,Elizabeth,Rodriguez,Male,43,Accountant,1-712-336-8130,bakerdana@yahoo.com,Mount Whisperwoods,Oklahoma,South,2024-12-20,12,5,2024
S00594,CU1747,C0468,2023-07-17,3,95025.02,Installment,Brandon Benson,BMW,5 Series,2024,Blue,Electric,Automatic,22864.84,3,Available,Breanna,Hart,Male,37,Copywriter,1-486-977-3577,jonwhite@gomez.biz,East Aurorariver,Washington,West,2023-07-17,7,1,2023
S00595,CU0881,C0487,2025-05-30,1,15176.43,Cash,Jerry Rocha,Tesla,Model X,2018,White,Hybrid,Manual,71823.77,2,Available,Michael,Crawford,Male,68,Cost Analyst,1-793-960-1355,fdavis@ramirez-cisneros.info,South Coralfield,New Mexico,West,2025-05-30,5,5,2025
